3,1340.0854009399056,-1685992241239,1685992241381,142,
4,1340.0854009399056,-1685992241381,1685992241522,141,
5,1340.0854009399056,-1685992241522,1685992241653,131,
6,1340.0854009399056,-1685992241653,1685992241780,127,
7,1340.0854009399056,-1685992241780,1685992241910,130,
8,1340.0854009399056,-1685992241910,1685992242034,124,
9,1340.0854009399056,-1685992242034,1685992242140,106,
10,1340.0854009399056,-1685992242141,1685992242273,132,
11,1340.0854009399056,-1685992242273,1685992242408,135,
12,1340.0854009399056,-1685992242408,1685992242548,140,
13,1340.0854009399056,-1685992242549,1685992242704,155,
14,1340.0854009399056,-1685992242704,1685992242874,170,
15,1340.0854009399056,-1685992242874,1685992243025,151,
16,1340.0854009399056,-1685992243025,1685992243146,121,
17,1340.0854009399056,-1685992243146,1685992243275,129,
18,1340.0854009399056,-1685992243275,1685992243385,110,
19,1340.0854009399056,-1685992243386,1685992243470,84,
20,1340.0854009399056,-1685992243470,1685992243590,120,
21,1340.0854009399056,-1685992243590,1685992243710,120,
22,1340.0854009399056,-1685992243710,1685992243822,112,
23,1340.0854009399056,-1685992243823,1685992243942,119,
24,1340.0854009399056,-1685992243942,1685992244076,134,
25,1340.0854009399056,-1685992244076,1685992244287,211,
26,1340.0854009399056,-1685992244287,1685992244438,151,
27,1340.0854009399056,-1685992244438,1685992244565,127,
28,1340.0854009399056,-1685992244566,1685992244679,113,
29,1340.0854009399056,-1685992244679,1685992244768,89,
30,1340.0854009399056,-1685992244768,1685992244897,129,
31,1340.0854009399056,-1685992244897,1685992245021,124,
32,1340.0854009399056,-1685992245021,1685992245168,147,
33,1340.0854009399056,-1685992245168,1685992245302,134,
34,1340.0854009399056,-1685992245303,1685992245443,140,
35,1340.0854009399056,-1685992245443,1685992245565,122,
36,1340.0854009399056,-1685992245566,1685992245703,137,
37,1340.0854009399056,-1685992245704,1685992247265,1561,
38,1340.0854009399056,-1685992247265,1685992247429,164,
39,1340.0854009399056,-1685992247429,1685992247552,123,
40,1340.0854009399056,-1685992247552,1685992247671,119,
41,1340.0854009399056,-1685992247671,1685992247766,95,
42,1340.0854009399056,-1685992247767,1685992247898,131,
43,1340.0854009399056,-1685992247898,1685992248012,114,
44,1340.0854009399056,-1685992248012,1685992248124,112,
45,1340.0854009399056,-1685992248124,1685992248242,118,
46,1340.0854009399056,-1685992248242,1685992248357,115,
47,1340.0854009399056,-1685992248358,1685992248473,115,
48,1340.0854009399056,-1685992248473,1685992248560,87,
49,1340.0854009399056,-1685992248560,1685992248681,121,
50,1340.0854009399056,-1685992248681,1685992248818,137,
1,1475.4993795191795,-1685992248839,1685992248952,113,
2,1475.4993795191795,-1685992248952,1685992249048,96,
3,1475.4993795191795,-1685992249048,1685992249168,120,
4,1475.4993795191795,-1685992249169,1685992249296,127,
5,1475.4993795191795,-1685992249296,1685992249412,116,
6,1475.4993795191795,-1685992249412,1685992249502,90,
7,1475.4993795191795,-1685992249502,1685992249614,112,
8,1475.4993795191795,-1685992249614,1685992249716,102,
9,1475.4993795191795,-1685992249716,1685992249806,90,
10,1475.4993795191795,-1685992249806,1685992250021,215,
11,1475.4993795191795,-1685992250022,1685992250229,207,
12,1475.4993795191795,-1685992250229,1685992250324,95,
13,1475.4993795191795,-1685992250324,1685992250440,116,
14,1475.4993795191795,-1685992250440,1685992250545,105,
15,1475.4993795191795,-1685992250545,1685992250634,89,
16,1475.4993795191795,-1685992250635,1685992250746,111,
17,1475.4993795191795,-1685992250747,1685992250845,98,
18,1475.4993795191795,-1685992250845,1685992250973,128,
19,1475.4993795191795,-1685992250973,1685992251079,106,
20,1475.4993795191795,-1685992251079,1685992251204,125,
21,1475.4993795191795,-1685992251204,1685992251331,127,
22,1475.4993795191795,-1685992251331,1685992251417,86,
23,1475.4993795191795,-1685992251417,1685992251539,122,
24,1475.4993795191795,-1685992251539,1685992251667,128,
25,1475.4993795191795,-1685992251667,1685992251761,94,
26,1475.4993795191795,-1685992251761,1685992251882,121,
27,1475.4993795191795,-1685992251883,1685992252006,123,
28,1475.4993795191795,-1685992252006,1685992252092,86,
29,1475.4993795191795,-1685992252093,1685992252227,134,
30,1475.4993795191795,-1685992252227,1685992252335,108,
31,1475.4993795191795,-1685992252335,1685992252442,107,
32,1475.4993795191795,-1685992252443,1685992252518,75,
33,1475.4993795191795,-1685992252518,1685992252614,96,
34,1475.4993795191795,-1685992252615,1685992252712,97,
35,1475.4993795191795,-1685992252712,1685992252794,82,
36,1475.4993795191795,-1685992252795,1685992252897,102,
37,1475.4993795191795,-1685992252897,1685992252995,98,
38,1475.4993795191795,-1685992252995,1685992253066,71,
39,1475.4993795191795,-1685992253067,1685992253159,92,
40,1475.4993795191795,-1685992253160,1685992253248,88,
41,1475.4993795191795,-1685992253248,1685992253317,69,
42,1475.4993795191795,-1685992253317,1685992253428,111,
43,1475.4993795191795,-1685992253428,1685992253528,100,
44,1475.4993795191795,-1685992253528,1685992253633,105,
45,1475.4993795191795,-1685992253633,1685992253718,85,
46,1475.4993795191795,-1685992253718,1685992253822,104,
47,1475.4993795191795,-1685992253822,1685992253917,96,
48,1475.4993795191795,-1685992253918,1685992253994,76,
49,1475.4993795191795,-1685992253994,1685992254104,110,
50,1475.4993795191795,-1685992254104,1685992254197,93,
1,1384.2041851244535,-1685992254212,1685992254304,92,
2,1384.2041851244535,-1685992254304,1685992254399,95,
3,1384.2041851244535,-1685992254399,1685992254484,85,
4,1384.2041851244535,-1685992254484,1685992254591,107,
5,1384.2041851244535,-1685992254591,1685992254706,115,
6,1384.2041851244535,-1685992254706,1685992254783,77,
7,1384.2041851244535,-1685992254783,1685992254895,112,
8,1384.2041851244535,-1685992254895,1685992254992,97,
9,1384.2041851244535,-1685992254992,1685992255057,65,
10,1384.2041851244535,-1685992255057,1685992255159,102,
11,1384.2041851244535,-1685992255159,1685992255254,95,
12,1384.2041851244535,-1685992255254,1685992255323,69,
13,1384.2041851244535,-1685992255324,1685992255407,83,
14,1384.2041851244535,-1685992255407,1685992255502,95,
15,1384.2041851244535,-1685992255502,1685992255580,78,
16,1384.2041851244535,-1685992255580,1685992255641,61,
17,1384.2041851244535,-1685992255641,1685992255722,81,
18,1384.2041851244535,-1685992255722,1685992255827,105,
19,1384.2041851244535,-1685992255827,1685992255905,78,
20,1384.2041851244535,-1685992255905,1685992255999,94,
21,1384.2041851244535,-1685992255999,1685992256096,97,
22,1384.2041851244535,-1685992256096,1685992256178,82,
23,1384.2041851244535,-1685992256178,1685992256280,102,
24,1384.2041851244535,-1685992256280,1685992256379,99,
25,1384.2041851244535,-1685992256379,1685992256446,67,
26,1384.2041851244535,-1685992256446,1685992256544,98,
27,1384.2041851244535,-1685992256544,1685992256631,87,
28,1384.2041851244535,-1685992256632,1685992256718,86,
29,1384.2041851244535,-1685992256718,1685992256789,71,
30,1384.2041851244535,-1685992256789,1685992256888,99,
31,1384.2041851244535,-1685992256888,1685992257008,120,
32,1384.2041851244535,-1685992257008,1685992257112,104,
33,1384.2041851244535,-1685992257112,1685992257203,91,
34,1384.2041851244535,-1685992257203,1685992257306,103,
35,1384.2041851244535,-1685992257306,1685992257393,87,
36,1384.2041851244535,-1685992257393,1685992257471,78,
37,1384.2041851244535,-1685992257471,1685992257534,63,
38,1384.2041851244535,-1685992257534,1685992257627,93,
39,1384.2041851244535,-1685992257627,1685992257717,90,
40,1384.2041851244535,-1685992257717,1685992257818,101,
41,1384.2041851244535,-1685992257818,1685992257891,73,
42,1384.2041851244535,-1685992257891,1685992257983,92,
43,1384.2041851244535,-1685992257983,1685992258075,92,
44,1384.2041851244535,-1685992258075,1685992258181,106,
45,1384.2041851244535,-1685992258181,1685992258252,71,
46,1384.2041851244535,-1685992258252,1685992258343,91,
47,1384.2041851244535,-1685992258343,1685992258424,81,
48,1384.2041851244535,-1685992258424,1685992258501,77,
49,1384.2041851244535,-1685992258501,1685992258563,62,
50,1384.2041851244535,-1685992258564,1685992258661,97,
1,1507.0621571975137,-1685992258681,1685992258768,87,
2,1507.0621571975137,-1685992258768,1685992258849,81,
3,1507.0621571975137,-1685992258849,1685992258925,76,
4,1507.0621571975137,-1685992258925,1685992259007,82,
5,1507.0621571975137,-1685992259007,1685992259071,64,
6,1507.0621571975137,-1685992259072,1685992259155,83,
7,1507.0621571975137,-1685992259155,1685992259243,88,
8,1507.0621571975137,-1685992259243,1685992259330,87,
9,1507.0621571975137,-1685992259330,1685992259393,63,
10,1507.0621571975137,-1685992259393,1685992259484,91,
11,1507.0621571975137,-1685992259485,1685992259568,83,
12,1507.0621571975137,-1685992259568,1685992259649,81,
13,1507.0621571975137,-1685992259649,1685992259711,62,
14,1507.0621571975137,-1685992259711,1685992259797,86,
15,1507.0621571975137,-1685992259797,1685992259879,82,
16,1507.0621571975137,-1685992259879,1685992259964,85,
17,1507.0621571975137,-1685992259964,1685992260033,69,
18,1507.0621571975137,-1685992260033,1685992260132,99,
19,1507.0621571975137,-1685992260132,1685992260217,85,
20,1507.0621571975137,-1685992260217,1685992260301,84,
21,1507.0621571975137,-1685992260301,1685992260365,64,
22,1507.0621571975137,-1685992260365,1685992260451,86,
23,1507.0621571975137,-1685992260451,1685992260542,91,
24,1507.0621571975137,-1685992260542,1685992260627,85,
25,1507.0621571975137,-1685992260627,1685992260695,68,
26,1507.0621571975137,-1685992260695,1685992260804,109,
27,1507.0621571975137,-1685992260804,1685992260885,81,
28,1507.0621571975137,-1685992260885,1685992260975,90,
29,1507.0621571975137,-1685992260975,1685992261034,59,
30,1507.0621571975137,-1685992261034,1685992261121,87,
31,1507.0621571975137,-1685992261121,1685992261213,92,
32,1507.0621571975137,-1685992261214,1685992261292,78,
33,1507.0621571975137,-1685992261293,1685992261366,73,
34,1507.0621571975137,-1685992261366,1685992261513,147,
35,1507.0621571975137,-1685992261513,1685992261618,105,
36,1507.0621571975137,-1685992261618,1685992261757,139,
37,1507.0621571975137,-1685992261757,1685992261840,83,
38,1507.0621571975137,-1685992261840,1685992261943,103,
39,1507.0621571975137,-1685992261943,1685992262044,101,
40,1507.0621571975137,-1685992262044,1685992262168,124,
41,1507.0621571975137,-1685992262168,1685992262246,78,
42,1507.0621571975137,-1685992262246,1685992262348,102,
43,1507.0621571975137,-1685992262348,1685992262442,94,
44,1507.0621571975137,-1685992262442,1685992262535,93,
45,1507.0621571975137,-1685992262535,1685992262633,98,
46,1507.0621571975137,-1685992262633,1685992262739,106,
47,1507.0621571975137,-1685992262739,1685992262842,103,
48,1507.0621571975137,-1685992262842,1685992262937,95,
49,1507.0621571975137,-1685992262937,1685992263004,67,
50,1507.0621571975137,-1685992263004,1685992263091,87,
40438ms
