1,1497.8276696426026,-1685992222927,1685992227792,4865,
2,1497.8276696426026,-1685992227799,1685992228231,432,
3,1497.8276696426026,-1685992228231,1685992230444,2213,
4,1497.8276696426026,-1685992230444,1685992231011,567,
5,1497.8276696426026,-1685992231011,1685992231867,856,
6,1497.8276696426026,-1685992231867,1685992232061,194,
7,1497.8276696426026,-1685992232061,1685992232338,277,
8,1497.8276696426026,-1685992232338,1685992232551,213,
9,1497.8276696426026,-1685992232552,1685992232794,242,
10,1497.8276696426026,-1685992232794,1685992233017,223,
11,1497.8276696426026,-1685992233017,1685992233188,171,
12,1497.8276696426026,-1685992233189,1685992233494,305,
13,1497.8276696426026,-1685992233494,1685992233740,246,
14,1497.8276696426026,-1685992233740,1685992233976,236,
15,1497.8276696426026,-1685992233976,1685992234243,267,
16,1497.8276696426026,-1685992234243,1685992234496,253,
17,1497.8276696426026,-1685992234496,1685992234684,188,
18,1497.8276696426026,-1685992234684,1685992234983,299,
19,1497.8276696426026,-1685992234984,1685992235303,319,
20,1497.8276696426026,-1685992235303,1685992235488,185,
21,1497.8276696426026,-1685992235488,1685992236001,513,
22,1497.8276696426026,-1685992236001,1685992236188,187,
23,1497.8276696426026,-1685992236188,1685992236326,138,
24,1497.8276696426026,-1685992236326,1685992236543,217,
25,1497.8276696426026,-1685992236544,1685992236847,303,
26,1497.8276696426026,-1685992236847,1685992237030,183,
27,1497.8276696426026,-1685992237030,1685992237198,168,
28,1497.8276696426026,-1685992237198,1685992237392,194,
29,1497.8276696426026,-1685992237393,1685992237547,154,
30,1497.8276696426026,-1685992237547,1685992237708,161,
31,1497.8276696426026,-1685992237708,1685992237975,267,
32,1497.8276696426026,-1685992237975,1685992238171,196,
33,1497.8276696426026,-1685992238171,1685992238308,137,
34,1497.8276696426026,-1685992238308,1685992238487,179,
35,1497.8276696426026,-1685992238487,1685992238654,167,
36,1497.8276696426026,-1685992238654,1685992238837,183,
37,1497.8276696426026,-1685992238837,1685992238979,142,
38,1497.8276696426026,-1685992238979,1685992239115,136,
39,1497.8276696426026,-1685992239115,1685992239260,145,
40,1497.8276696426026,-1685992239261,1685992239410,149,
41,1497.8276696426026,-1685992239410,1685992239562,152,
42,1497.8276696426026,-1685992239562,1685992239711,149,
43,1497.8276696426026,-1685992239711,1685992239833,122,
44,1497.8276696426026,-1685992239833,1685992239995,162,
45,1497.8276696426026,-1685992239995,1685992240128,133,
46,1497.8276696426026,-1685992240128,1685992240275,147,
47,1497.8276696426026,-1685992240275,1685992240453,178,
48,1497.8276696426026,-1685992240453,1685992240616,163,
49,1497.8276696426026,-1685992240616,1685992240767,151,
50,1497.8276696426026,-1685992240767,1685992240920,153,
1,1340.0854009399056,-1685992240941,1685992241096,155,
2,1340.0854009399056,-1685992241096,1685992241239,143,
